Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
-1.449100305744891,0.7666721982320639,1.077887024031148,-0.5363639928410232,-0.5056899808571511,0.8331917080237057,-1.8915308965167061
-0.2732373788465658,0.7666721982320639,0.24641215293715235,-0.5363639928410232,-0.5056899808571511,-0.4154487354287641,0.577747930735228
0.9026255480517594,-1.3043384151740307,-0.5850627181568433,-0.5363639928410232,-0.5056899808571511,-0.5144723355515053,0.577747930735228
0.9026255480517594,0.7666721982320639,-0.03767509468662958,-0.5363639928410232,-0.5056899808571511,-0.5148646576243725,-0.6568914828907391
-0.2732373788465658,-1.3043384151740307,-0.6543522907480096,-0.5363639928410232,-0.5056899808571511,-0.4626028307253075,0.577747930735228
-0.2732373788465658,0.7666721982320639,0.38499129811948496,0.4627140117344947,1.8579845364077352,-0.13723957317915794,0.577747930735228
0.9026255480517594,0.7666721982320639,-0.8622210085215084,-0.5363639928410232,-0.5056899808571511,-0.5140007945985399,0.577747930735228
0.9026255480517594,0.7666721982320639,0.5928600158929839,-0.5363639928410232,-0.5056899808571511,-0.5111715488807472,0.577747930735228
0.9026255480517594,-1.3043384151740307,0.5928600158929839,0.4627140117344947,5.403496312305065,-0.07075229881103175,0.577747930735228
-0.2732373788465658,-1.3043384151740307,-0.9315105811126747,-0.5363639928410232,-0.5056899808571511,-0.4343103735473815,-1.8915308965167061
0.9026255480517594,0.7666721982320639,0.10783300775481976,-0.5363639928410232,-0.5056899808571511,-0.5125069528595454,0.577747930735228
-1.449100305744891,-1.3043384151740307,-0.515773145565677,0.4627140117344947,-0.5056899808571511,1.4759020269155925,-1.8915308965167061
-1.449100305744891,-1.3043384151740307,0.5235704433018176,-0.5363639928410232,-0.5056899808571511,0.8482810185185995,1.812387344361195
0.9026255480517594,0.7666721982320639,-0.7236418633391759,-0.5363639928410232,-0.5056899808571511,-0.48665141932654465,0.577747930735228
-0.2732373788465658,0.7666721982320639,1.4936244595781458,-0.5363639928410232,-0.5056899808571511,-0.40601791636945544,0.577747930735228
-0.2732373788465658,0.7666721982320639,-2.0401437425713356,1.4617920163100127,0.6761472777752919,0.07495385565528745,0.577747930735228
-1.449100305744891,0.7666721982320639,1.770782749942811,-0.5363639928410232,-0.5056899808571511,-0.15987353892149878,0.577747930735228
0.9026255480517594,-1.3043384151740307,-2.0574661357191273,1.4617920163100127,0.6761472777752919,-0.29740694559102104,-1.8915308965167061
-1.449100305744891,-1.3043384151740307,0.31570172552831866,0.4627140117344947,-0.5056899808571511,0.32015515119731325,0.577747930735228
-1.449100305744891,-1.3043384151740307,0.5928600158929839,0.4627140117344947,0.6761472777752919,0.9078517301886287,-1.8915308965167061
-0.2732373788465658,-1.3043384151740307,0.10783300775481976,-0.5363639928410232,-0.5056899808571511,-0.4154487354287641,0.577747930735228
